Source,Year,FirstAuthor,API,Injection FlowRate (cc/hour),CoreArea (cm^2),Injection Velocity (cm/hour),AsphalteneContent (wt. %),RockType,Porosity (%),Permeability (mD),CoreLength (cm),Temperature (c),PoreVolume injected,K/K0
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.82001,0.84
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.87212,0.88584
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.93755,0.84
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,6.99639,0.81303
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,7.02909,0.79416
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,7.06253,0.50292
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,7.11494,0.4409
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,7.13425,0.54337
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,7.18641,0.57034
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,7.24525,0.54607
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,7.29741,0.57303
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,7.36263,0.6027
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,7.43437,0.63506
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,7.5192,0.65663
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,7.55843,0.64045
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,7.61063,0.65124
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,7.63689,0.6
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,7.68246,0.65124
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,7.74782,0.62966
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,7.81301,0.67011
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,7.87851,0.5973
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,7.92404,0.66202
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,7.96336,0.61079
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,8.02199,0.65933
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,8.10035,0.65933
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,8.1461,0.64584
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,8.19828,0.66472
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,8.22446,0.64584
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,8.30933,0.65124
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,8.38763,0.67281
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,8.43992,0.65393
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,8.47905,0.67281
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,8.54445,0.63506
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,8.60969,0.65663
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,8.66842,0.67011
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,8.74029,0.65393
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,8.79249,0.66742
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,8.85795,0.61079
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,8.91663,0.64315
doi.org/10.1080/01932691.2017.1373357,2017,Seyed Ehsan Eshraghi,22.02,18,11.34115,1.58714,13.74,Carbonate,25,13.8,12.018,99,9,0.66472
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0,1
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.008348804,0.98938
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.013579353,0.95625
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.015158706,0.92483
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.019336627,0.91208
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.020925647,0.86027
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.023526235,0.87471
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.026677294,0.82799
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.030857216,0.811
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.033466667,0.80676
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.037649412,0.78382
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.040781961,0.77618
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.042871118,0.76938
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.046010902,0.74645
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.049145039,0.73541
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.051238235,0.72012
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.054891451,0.71417
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.058536608,0.72521
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.060629392,0.71077
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.063763941,0.69888
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.066364922,0.71247
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.068968725,0.72012
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.070527961,0.73116
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.074175941,0.73625
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.077308471,0.72861
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.080445039,0.71247
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.082002647,0.72691
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.084084961,0.73456
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.085645392,0.74305
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.088245961,0.75749
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.089822098,0.73286
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.091383745,0.7388
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.093465647,0.7473
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.097129333,0.71927
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.099740392,0.71162
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.10077249,0.73456
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.103376686,0.74135
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.107015412,0.76598
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.111192118,0.75579
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.11327202,0.76853
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.11587502,0.77788
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.13308202,0.78212
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.136734431,0.77788
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.140913157,0.76344
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.141948059,0.78042
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.145598471,0.78042
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.149247255,0.78382
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.153415902,0.79062
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.157110608,0.69718
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.158664176,0.72012
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.160736843,0.74815
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.163867765,0.7439
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.167012784,0.70992
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.169615373,0.72012
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.171688431,0.7473
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.173249667,0.75409
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.174808882,0.76514
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.177419941,0.75749
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.178994059,0.7371
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.181073157,0.75154
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.182633176,0.76089
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.184213745,0.72691
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.187346667,0.71842
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.189427373,0.72946
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.192031588,0.73625
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.193582353,0.76514
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.197248039,0.73286
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.200366078,0.75579
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.202981961,0.73795
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.205586176,0.74475
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.208713471,0.74815
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.211323314,0.74305
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.213956922,0.68784
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.214987804,0.71332
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.217072529,0.71587
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.218619686,0.75239
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.221234765,0.73625
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.223309824,0.75919
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.225391745,0.76768
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.228516627,0.77618
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.230612627,0.75494
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.233240196,0.71247
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.235313647,0.7388
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.238440137,0.7439
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.239479882,0.75069
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.241569059,0.7439
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.244179706,0.7371
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.247298137,0.75919
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.248870255,0.74305
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.251492569,0.71162
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.253049373,0.72776
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.254605784,0.74475
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.256178294,0.72776
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.257746373,0.72012
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,1,10.75210,0.09301,16.3,SandStone,13.15,22.8,5.96,70,0.261398784,0.71587
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0,1
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.031322353,0.97664
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.042269882,0.97919
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.054819353,0.95541
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.061051824,0.97324
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.067291529,0.98598
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.075105353,0.99193
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.084495706,0.98938
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.097016176,0.98598
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.111102294,0.98174
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.117365,0.97834
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.120563941,0.92907
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.133086824,0.92398
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.140907941,0.92483
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.147090824,0.97749
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.154896176,0.98938
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.162823588,0.91548
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.169076588,0.91888
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.176859,0.94691
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.181560824,0.94097
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.194082471,0.93672
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.203491,0.92143
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.211295118,0.93417
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.215971588,0.94606
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.225454941,0.87811
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.234812706,0.89849
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.241030647,0.92653
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.248845706,0.93162
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.259787235,0.93842
doi.org/10.2516/ogst/2013128,2013,T. Jafari Behbahani,52.89,3,10.75210,0.27902,16.3,SandStone,13.15,22.8,5.96,70,0.266053471,0.93247
